,id
4502,ENSP354432
4503,ENSP402537
4504,ENSP420384
4505,ENSP481314
4506,ENSP221891
4507,ENSP259750
4508,ENSP361650
4509,ENSP452746
4510,ENSP357012
4511,ENSP332049
4512,ENSP380855
4513,ENSP401508
4514,ENSP443246
4515,ENSP410561
4516,ENSP311857
4517,ENSP359484
4518,ENSP480158
4519,ENSP263388
4520,ENSP435096
4521,ENSP478121
4522,ENSP317971
4523,ENSP309945
4524,ENSP395983
4525,ENSP386229
4526,ENSP379210
4527,ENSP1008
4528,ENSP263265
4529,ENSP307889
4530,ENSP345974
4531,ENSP325239
4532,ENSP358532
4533,ENSP338766
4534,ENSP202816
4535,ENSP257552
4536,ENSP384222
4537,ENSP356820
4538,ENSP302476
4539,ENSP242257
4540,ENSP272348
4541,ENSP363191
4542,ENSP215570
4543,ENSP405987
4544,ENSP252622
4545,ENSP261609
4546,ENSP449026
4547,ENSP256246
4548,ENSP473093
4549,ENSP300107
4550,ENSP299697
4551,ENSP339835
4552,ENSP477870
4553,ENSP378324
4554,ENSP466897
4555,ENSP366482
4556,ENSP422473
4557,ENSP202017
4558,ENSP366156
4559,ENSP257347
4560,ENSP438465
4561,ENSP387334
4562,ENSP400806
4563,ENSP465759
4564,ENSP454746
4565,ENSP318142
4566,ENSP333779
4567,ENSP361965
4568,ENSP290921
4569,ENSP263277
4570,ENSP303540
4571,ENSP410452
4572,ENSP362836
4573,ENSP350359
4574,ENSP431512
4575,ENSP343690
4576,ENSP380413
4577,ENSP388996
4578,ENSP442736
4579,ENSP409423
4580,ENSP265016
4581,ENSP388325
4582,ENSP315386
4583,ENSP387111
4584,ENSP400168
4585,ENSP309463
4586,ENSP366641
4587,ENSP309477
4588,ENSP367923
4589,ENSP216416
4590,ENSP354947
4591,ENSP267082
4592,ENSP332737
4593,ENSP356000
4594,ENSP316729
4595,ENSP441755
4596,ENSP219746
4597,ENSP358478
4598,ENSP263382
4599,ENSP367197
4600,ENSP336842
4601,ENSP359464
4602,ENSP353508
4603,ENSP261427
4604,ENSP388402
4605,ENSP417196
4606,ENSP359645
4607,ENSP454852
4608,ENSP230640
4609,ENSP209873
4610,ENSP270586
4611,ENSP354762
4612,ENSP376827
4613,ENSP262366
4614,ENSP333298
4615,ENSP297459
4616,ENSP368965
4617,ENSP379571
4618,ENSP383042
4619,ENSP257915
4620,ENSP342026
4621,ENSP361923
4622,ENSP368688
4623,ENSP253233
4624,ENSP420095
4625,ENSP317257
4626,ENSP337731
4627,ENSP250092
4628,ENSP295065
4629,ENSP342962
4630,ENSP365272
4631,ENSP231524
4632,ENSP306124
4633,ENSP441858
4634,ENSP289749
4635,ENSP249842
4636,ENSP356899
4637,ENSP238112
4638,ENSP381333
4639,ENSP265239
4640,ENSP294489
4641,ENSP299687
4642,ENSP392028
4643,ENSP481622
4644,ENSP333724
4645,ENSP257951
4646,ENSP413707
4647,ENSP164139
4648,ENSP472619
4649,ENSP286808
4650,ENSP478942
4651,ENSP482396
4652,ENSP415115
4653,ENSP316335
4654,ENSP276603
4655,ENSP462664
4656,ENSP380494
4657,ENSP359518
4658,ENSP303373
4659,ENSP351856
4660,ENSP259632
4661,ENSP367658
4662,ENSP302936
4663,ENSP355809
4664,ENSP387006
4665,ENSP294635
4666,ENSP365253
4667,ENSP296102
4668,ENSP348849
4669,ENSP321449
4670,ENSP236925
4671,ENSP480750
4672,ENSP309457
4673,ENSP413625
4674,ENSP354681
4675,ENSP347198
4676,ENSP359423
4677,ENSP408526
4678,ENSP267615
4679,ENSP377633
4680,ENSP299601
4681,ENSP238789
4682,ENSP391806
4683,ENSP397178
4684,ENSP365806
4685,ENSP370745
4686,ENSP249356
4687,ENSP420132
4688,ENSP327487
4689,ENSP333329
4690,ENSP407818
4691,ENSP363824
4692,ENSP246117
4693,ENSP246024
4694,ENSP271651
4695,ENSP372667
4696,ENSP247461
4697,ENSP352011
4698,ENSP297668
4699,ENSP328677
4700,ENSP478501
4701,ENSP232219
4702,ENSP424123
4703,ENSP359380
4704,ENSP358309
4705,ENSP288221
4706,ENSP264071
4707,ENSP361765
4708,ENSP306497
4709,ENSP164640
4710,ENSP166244
4711,ENSP380697
4712,ENSP300589
4713,ENSP375872
4714,ENSP354777
4715,ENSP451211
4716,ENSP364691
4717,ENSP402758
4718,ENSP441691
4719,ENSP265164
4720,ENSP324804
4721,ENSP381034
4722,ENSP360609
4723,ENSP226207
4724,ENSP387699
4725,ENSP319730
4726,ENSP378359
4727,ENSP428619
4728,ENSP380785
4729,ENSP242067
4730,ENSP392466
4731,ENSP264265
4732,ENSP426022
4733,ENSP245304
4734,ENSP365891
4735,ENSP371858
4736,ENSP260129
4737,ENSP237380
4738,ENSP386559
4739,ENSP258383
4740,ENSP390331
4741,ENSP369131
4742,ENSP401678
4743,ENSP435289
4744,ENSP310208
4745,ENSP327916
4746,ENSP308770
4747,ENSP356671
4748,ENSP312734
4749,ENSP311746
4750,ENSP258494
4751,ENSP273450
4752,ENSP360231
4753,ENSP272233
4754,ENSP296585
4755,ENSP246115
4756,ENSP302833
4757,ENSP353013
4758,ENSP234831
4759,ENSP358072
4760,ENSP263663
4761,ENSP252136
4762,ENSP217958
4763,ENSP301738
4764,ENSP378492
4765,ENSP344173
4766,ENSP231368
4767,ENSP357801
4768,ENSP296129
4769,ENSP366050
4770,ENSP385347
4771,ENSP308515
4772,ENSP262640
4773,ENSP193322
4774,ENSP302728
4775,ENSP476821
4776,ENSP479656
4777,ENSP359531
4778,ENSP302276
4779,ENSP455106
4780,ENSP256854
4781,ENSP359300
4782,ENSP381378
4783,ENSP414321
4784,ENSP234310
4785,ENSP306866
4786,ENSP262291
4787,ENSP477715
4788,ENSP289272
4789,ENSP482950
4790,ENSP361731
4791,ENSP348395
4792,ENSP217901
4793,ENSP416429
4794,ENSP480960
4795,ENSP340305
4796,ENSP368523
4797,ENSP386881
4798,ENSP302189
4799,ENSP364524
4800,ENSP290231
4801,ENSP305221
4802,ENSP484592
4803,ENSP399136
4804,ENSP222823
4805,ENSP324810
4806,ENSP386443
4807,ENSP359233
4808,ENSP378105
4809,ENSP259631
4810,ENSP356792
4811,ENSP365402
4812,ENSP229708
4813,ENSP356607
4814,ENSP300584
4815,ENSP383212
4816,ENSP483897
4817,ENSP338034
4818,ENSP253108
4819,ENSP275603
4820,ENSP239347
4821,ENSP343656
4822,ENSP370719
4823,ENSP376330
4824,ENSP365745
4825,ENSP386665
4826,ENSP225504
4827,ENSP358529
4828,ENSP376955
4829,ENSP315474
4830,ENSP362795
4831,ENSP365567
4832,ENSP381302
4833,ENSP355923
4834,ENSP302569
4835,ENSP292432
4836,ENSP312367
4837,ENSP227266
4838,ENSP321812
4839,ENSP450436
4840,ENSP228284
4841,ENSP370710
4842,ENSP345347
4843,ENSP442786
4844,ENSP402154
4845,ENSP379369
4846,ENSP259806
4847,ENSP355751
4848,ENSP337451
4849,ENSP374409
4850,ENSP433209
4851,ENSP386376
4852,ENSP375109
4853,ENSP383216
4854,ENSP334985
4855,ENSP346536
4856,ENSP383226
4857,ENSP333887
4858,ENSP383225
4859,ENSP252252
4860,ENSP322837
4861,ENSP236495
4862,ENSP395654
4863,ENSP254854
4864,ENSP349493
4865,ENSP379822
4866,ENSP476176
4867,ENSP378416
4868,ENSP257570
4869,ENSP263035
4870,ENSP360541
4871,ENSP320347
4872,ENSP378217
4873,ENSP428085
4874,ENSP364794
4875,ENSP225171
4876,ENSP457258
4877,ENSP252674
4878,ENSP353151
4879,ENSP261891
4880,ENSP400887
4881,ENSP352627
4882,ENSP337976
4883,ENSP449404
4884,ENSP387007
4885,ENSP363260
4886,ENSP361411
4887,ENSP268613
4888,ENSP301607
4889,ENSP265362
4890,ENSP264187
4891,ENSP467290
4892,ENSP216200
4893,ENSP281154
4894,ENSP309830
4895,ENSP318861
4896,ENSP256443
4897,ENSP354876
4898,ENSP215941
4899,ENSP384018
4900,ENSP377769
4901,ENSP394863
4902,ENSP365725
4903,ENSP381937
4904,ENSP222800
4905,ENSP330341
4906,ENSP288602
4907,ENSP378394
4908,ENSP319231
4909,ENSP355893
4910,ENSP361608
4911,ENSP326330
4912,ENSP419361
4913,ENSP450337
4914,ENSP254480
4915,ENSP421315
4916,ENSP344206
4917,ENSP373674
4918,ENSP400646
4919,ENSP356218
4920,ENSP358727
4921,ENSP398064
4922,ENSP246554
4923,ENSP283752
4924,ENSP420714
4925,ENSP377374
4926,ENSP325548
4927,ENSP287490
4928,ENSP466140
4929,ENSP276659
4930,ENSP325819
4931,ENSP296215
4932,ENSP295266
4933,ENSP304078
4934,ENSP362841
4935,ENSP282146
4936,ENSP226382
4937,ENSP375777
4938,ENSP262455
4939,ENSP315098
4940,ENSP338276
4941,ENSP430236
4942,ENSP386655
4943,ENSP463559
4944,ENSP261024
4945,ENSP265969
4946,ENSP366233
4947,ENSP355896
4948,ENSP319635
4949,ENSP409346
4950,ENSP355370
4951,ENSP316674
4952,ENSP366557
4953,ENSP422626
4954,ENSP440167
4955,ENSP308461
4956,ENSP379934
4957,ENSP406201
4958,ENSP378145
4959,ENSP313983
4960,ENSP483946
4961,ENSP303992
4962,ENSP451411
4963,ENSP335147
4964,ENSP390661
4965,ENSP326581
4966,ENSP362485
4967,ENSP278903
4968,ENSP480157
4969,ENSP433623
4970,ENSP257663
4971,ENSP420616
4972,ENSP261597
4973,ENSP388620
4974,ENSP257904
4975,ENSP351697
4976,ENSP356774
4977,ENSP310661
4978,ENSP315130
4979,ENSP289429
4980,ENSP229332
4981,ENSP320376
4982,ENSP367727
4983,ENSP313504
4984,ENSP261596
4985,ENSP330442
4986,ENSP337224
4987,ENSP260505
4988,ENSP320924
4989,ENSP240079
4990,ENSP345216
4991,ENSP401946
4992,ENSP276185
4993,ENSP323688
4994,ENSP366488
4995,ENSP270458
4996,ENSP376792
4997,ENSP262812
4998,ENSP355629
4999,ENSP451752
5000,ENSP460348
5001,ENSP313603
5002,ENSP300113
5003,ENSP255381
5004,ENSP380252
5005,ENSP325240
5006,ENSP352834
5007,ENSP356906
5008,ENSP356696
5009,ENSP386458
5010,ENSP378917
5011,ENSP485206
5012,ENSP251636
5013,ENSP379366
5014,ENSP419542
5015,ENSP347005
5016,ENSP366395
5017,ENSP269228
5018,ENSP219479
5019,ENSP296518
5020,ENSP357998
5021,ENSP261530
5022,ENSP315731
5023,ENSP270824
5024,ENSP364261
5025,ENSP485133
5026,ENSP262450
5027,ENSP250405
5028,ENSP263918
5029,ENSP357810
5030,ENSP474988
5031,ENSP351475
5032,ENSP262315
5033,ENSP242108
5034,ENSP347792
5035,ENSP300209
5036,ENSP378046
5037,ENSP430271
5038,ENSP350078
5039,ENSP483312
5040,ENSP249363
5041,ENSP440864
5042,ENSP362551
5043,ENSP314792
5044,ENSP216727
5045,ENSP410769
5046,ENSP266735
5047,ENSP416959
5048,ENSP369654
5049,ENSP334840
5050,ENSP270066
5051,ENSP448228
5052,ENSP387170
5053,ENSP379475
5054,ENSP416534
5055,ENSP366179
5056,ENSP485444
5057,ENSP379904
5058,ENSP322457
5059,ENSP339958
5060,ENSP329466
5061,ENSP281141
5062,ENSP249499
5063,ENSP370990
5064,ENSP399808
5065,ENSP370669
5066,ENSP485140
5067,ENSP262577
5068,ENSP484669
5069,ENSP216027
5070,ENSP321537
5071,ENSP310003
5072,ENSP296238
5073,ENSP357073
5074,ENSP290401
5075,ENSP362547
5076,ENSP384109
5077,ENSP414303
5078,ENSP480966
5079,ENSP282326
5080,ENSP356864
5081,ENSP270176
5082,ENSP477538
5083,ENSP482437
5084,ENSP411816
5085,ENSP284110
5086,ENSP256412
5087,ENSP380869
5088,ENSP351524
5089,ENSP218548
5090,ENSP261574
5091,ENSP326042
5092,ENSP375809
5093,ENSP363557
5094,ENSP484552
5095,ENSP482304
5096,ENSP336606
5097,ENSP323967
5098,ENSP386759
5099,ENSP264157
5100,ENSP370253
5101,ENSP296870
5102,ENSP283928
5103,ENSP303222
5104,ENSP261070
5105,ENSP348708
5106,ENSP308591
5107,ENSP333666
5108,ENSP216185
5109,ENSP359396
5110,ENSP355995
5111,ENSP226253
5112,ENSP359025
5113,ENSP356584
5114,ENSP358430
5115,ENSP280154
5116,ENSP344401
5117,ENSP485357
5118,ENSP216605
5119,ENSP221486
5120,ENSP485226
5121,ENSP349577
5122,ENSP332679
5123,ENSP394936
5124,ENSP336868
5125,ENSP482431
5126,ENSP239450
5127,ENSP265963
5128,ENSP250113
5129,ENSP292330
5130,ENSP387077
5131,ENSP216117
5132,ENSP246166
5133,ENSP261842
5134,ENSP420076
5135,ENSP452697
5136,ENSP377944
5137,ENSP261637
5138,ENSP472998
5139,ENSP362110
5140,ENSP376276
5141,ENSP301364
5142,ENSP428780
5143,ENSP385300
5144,ENSP482657
5145,ENSP267890
5146,ENSP267116
5147,ENSP209884
5148,ENSP314608
5149,ENSP358089
5150,ENSP265729
5151,ENSP379346
5152,ENSP480987
5153,ENSP295491
5154,ENSP327459
5155,ENSP362146
5156,ENSP366135
5157,ENSP362687
5158,ENSP367792
5159,ENSP265944
5160,ENSP282356
5161,ENSP310491
5162,ENSP354451
5163,ENSP258281
5164,ENSP368982
5165,ENSP340514
5166,ENSP430774
5167,ENSP427793
5168,ENSP290158
5169,ENSP272134
5170,ENSP223364
5171,ENSP368320
5172,ENSP301295
5173,ENSP324560
5174,ENSP354340
5175,ENSP383199
5176,ENSP307275
5177,ENSP356465
5178,ENSP325681
5179,ENSP279281
5180,ENSP249923
5181,ENSP305230
5182,ENSP384115
5183,ENSP275764
5184,ENSP303706
5185,ENSP363773
5186,ENSP335076
5187,ENSP370088
5188,ENSP318820
5189,ENSP359991
5190,ENSP360242
5191,ENSP326813
5192,ENSP322594
5193,ENSP360290
5194,ENSP379011
5195,ENSP347836
5196,ENSP415332
5197,ENSP354461
5198,ENSP456782
5199,ENSP468411
5200,ENSP365576
5201,ENSP352069
5202,ENSP265686
5203,ENSP272519
5204,ENSP259818
5205,ENSP401802
5206,ENSP280700
5207,ENSP353104
5208,ENSP310688
5209,ENSP290332
5210,ENSP5257
5211,ENSP20673
5212,ENSP402790
5213,ENSP483453
5214,ENSP296280
5215,ENSP356024
5216,ENSP319476
5217,ENSP317027
5218,ENSP261534
5219,ENSP323313
5220,ENSP399168
5221,ENSP354468
5222,ENSP357873
5223,ENSP354086
5224,ENSP356972
5225,ENSP354733
5226,ENSP448165
5227,ENSP335612
5228,ENSP255882
5229,ENSP347997
5230,ENSP479518
5231,ENSP260270
5232,ENSP281030
5233,ENSP296130
5234,ENSP365637
5235,ENSP281537
5236,ENSP310978
5237,ENSP356438
5238,ENSP264908
5239,ENSP216223
5240,ENSP276927
5241,ENSP371333
5242,ENSP324890
5243,ENSP417517
5244,ENSP431418
5245,ENSP368683
5246,ENSP298556
5247,ENSP354425
5248,ENSP420311
5249,ENSP325377
5250,ENSP262584
5251,ENSP358616
5252,ENSP262213
5253,ENSP217971
5254,ENSP264193
5255,ENSP258975
5256,ENSP343867
5257,ENSP256010
5258,ENSP280155
5259,ENSP427211
5260,ENSP414359
5261,ENSP327821
5262,ENSP436679
5263,ENSP352167
5264,ENSP449756
5265,ENSP390564
5266,ENSP272238
5267,ENSP478035
5268,ENSP447650
5269,ENSP357448
5270,ENSP417190
5271,ENSP457513
5272,ENSP351346
5273,ENSP215882
5274,ENSP484228
5275,ENSP216756
5276,ENSP345917
5277,ENSP326981
5278,ENSP265069
5279,ENSP219782
5280,ENSP291900
5281,ENSP383402
5282,ENSP304908
5283,ENSP192788
5284,ENSP358293
5285,ENSP424243
5286,ENSP285311
5287,ENSP334851
5288,ENSP322390
5289,ENSP329357
5290,ENSP402653
5291,ENSP376457
5292,ENSP315654
5293,ENSP345848
5294,ENSP366173
5295,ENSP358867
5296,ENSP219905
5297,ENSP243326
5298,ENSP328364
5299,ENSP246553
5300,ENSP262999
5301,ENSP301659
5302,ENSP335566
5303,ENSP375237
5304,ENSP413479
5305,ENSP328983
5306,ENSP261374
5307,ENSP264363
5308,ENSP264734
5309,ENSP262613
5310,ENSP426909
5311,ENSP274811
5312,ENSP354490
5313,ENSP259939
5314,ENSP334657
5315,ENSP321962
5316,ENSP356917
5317,ENSP373215
5318,ENSP366586
5319,ENSP315713
5320,ENSP360200
5321,ENSP276198
5322,ENSP270349
5323,ENSP366797
5324,ENSP416002
5325,ENSP360991
5326,ENSP312304
5327,ENSP357305
5328,ENSP358497
5329,ENSP346886
5330,ENSP332604
5331,ENSP346120
5332,ENSP391942
5333,ENSP362111
5334,ENSP299413
5335,ENSP355011
5336,ENSP332225
5337,ENSP336587
5338,ENSP328551
5339,ENSP359258
5340,ENSP245185
5341,ENSP364802
5342,ENSP381448
5343,ENSP388684
5344,ENSP355865
5345,ENSP264167
5346,ENSP222673
5347,ENSP365938
5348,ENSP367300
5349,ENSP444339
5350,ENSP363894
5351,ENSP356354
5352,ENSP313432
5353,ENSP392411
5354,ENSP483228
5355,ENSP218089
5356,ENSP383333
5357,ENSP269499
5358,ENSP344871
5359,ENSP325561
5360,ENSP258787
5361,ENSP363117
5362,ENSP469759
5363,ENSP363689
5364,ENSP385570
5365,ENSP339314
5366,ENSP420127
5367,ENSP353444
5368,ENSP366565
5369,ENSP384582
5370,ENSP370521
5371,ENSP332973
5372,ENSP405841
5373,ENSP455561
5374,ENSP349142
5375,ENSP295899
5376,ENSP369965
5377,ENSP254799
5378,ENSP248150
5379,ENSP352717
5380,ENSP432768
5381,ENSP360002
5382,ENSP457723
5383,ENSP265872
5384,ENSP259050
5385,ENSP302562
5386,ENSP326563
5387,ENSP363228
5388,ENSP426120
5389,ENSP264938
5390,ENSP321424
5391,ENSP374234
5392,ENSP397039
5393,ENSP477846
5394,ENSP348775
5395,ENSP274364
5396,ENSP373964
5397,ENSP420658
5398,ENSP451866
5399,ENSP454404
5400,ENSP272444
5401,ENSP292539
5402,ENSP476140
5403,ENSP379057
5404,ENSP259746
5405,ENSP478754
5406,ENSP368341
5407,ENSP345259
5408,ENSP264779
5409,ENSP449089
5410,ENSP406012
5411,ENSP477567
5412,ENSP445633
5413,ENSP324020
5414,ENSP275517
5415,ENSP417626
5416,ENSP417914
5417,ENSP218008
5418,ENSP358831
5419,ENSP230461
5420,ENSP404833
5421,ENSP346671
5422,ENSP46794
5423,ENSP245932
5424,ENSP410402
5425,ENSP328352
5426,ENSP380044
5427,ENSP315477
5428,ENSP390762
5429,ENSP362981
5430,ENSP329418
5431,ENSP343746
5432,ENSP379842
5433,ENSP362206
5434,ENSP401023
5435,ENSP459799
5436,ENSP355114
5437,ENSP316114
5438,ENSP471417
5439,ENSP335038
5440,ENSP481728
5441,ENSP258484
5442,ENSP305373
5443,ENSP369274
5444,ENSP320815
5445,ENSP354085
5446,ENSP294952
5447,ENSP354850
5448,ENSP229795
5449,ENSP297161
5450,ENSP5286
5451,ENSP360757
5452,ENSP431404
5453,ENSP301242
5454,ENSP37243
5455,ENSP370542
5456,ENSP265379
5457,ENSP437082
5458,ENSP367154
5459,ENSP344635
5460,ENSP237654
5461,ENSP378624
5462,ENSP328340
5463,ENSP479461
5464,ENSP371308
5465,ENSP377007
5466,ENSP239940
5467,ENSP428994
5468,ENSP359474
5469,ENSP304437
5470,ENSP250111
5471,ENSP372654
5472,ENSP155840
5473,ENSP261407
5474,ENSP336887
5475,ENSP317175
5476,ENSP353030
5477,ENSP422168
5478,ENSP378845
5479,ENSP370741
5480,ENSP342344
5481,ENSP339017
5482,ENSP313226
5483,ENSP371728
5484,ENSP376304
5485,ENSP327533
5486,ENSP480573
5487,ENSP332887
5488,ENSP308535
5489,ENSP381148
5490,ENSP310260
5491,ENSP312150
5492,ENSP402346
5493,ENSP200135
5494,ENSP259253
5495,ENSP357836
5496,ENSP252244
5497,ENSP393312
5498,ENSP324302
5499,ENSP339754
5500,ENSP221859
5501,ENSP337393
5502,ENSP221855
5503,ENSP271227
5504,ENSP261994
5505,ENSP279024
5506,ENSP461324
5507,ENSP371634
5508,ENSP331211
5509,ENSP415011
5510,ENSP417864
5511,ENSP368970
5512,ENSP303709
5513,ENSP344489
5514,ENSP402414
5515,ENSP298355
5516,ENSP291416
5517,ENSP273063
5518,ENSP264080
5519,ENSP286298
5520,ENSP366084
5521,ENSP355930
5522,ENSP421275
5523,ENSP362235
5524,ENSP416787
5525,ENSP287590
5526,ENSP482245
5527,ENSP451107
5528,ENSP289013
5529,ENSP248846
5530,ENSP387875
5531,ENSP437073
5532,ENSP331897
5533,ENSP365630
5534,ENSP264639
5535,ENSP367038
5536,ENSP360181
5537,ENSP259324
5538,ENSP305790
5539,ENSP343535
5540,ENSP364568
5541,ENSP246868
5542,ENSP376134
5543,ENSP209728
5544,ENSP348442
5545,ENSP355541
5546,ENSP306117
5547,ENSP389103
5548,ENSP413064
5549,ENSP299198
5550,ENSP414670
5551,ENSP308022
5552,ENSP229195
5553,ENSP278949
5554,ENSP278317
5555,ENSP471457
5556,ENSP294117
5557,ENSP260116
5558,ENSP455426
5559,ENSP216106
5560,ENSP318423
5561,ENSP317382
5562,ENSP455064
5563,ENSP230085
5564,ENSP338030
5565,ENSP262506
5566,ENSP302625
5567,ENSP266991
5568,ENSP358535
5569,ENSP328547
5570,ENSP180166
5571,ENSP387278
5572,ENSP326411
5573,ENSP281453
5574,ENSP276533
5575,ENSP361918
5576,ENSP306682
5577,ENSP300651
5578,ENSP300658
5579,ENSP325954
5580,ENSP234701
5581,ENSP329214
5582,ENSP380488
5583,ENSP265322
5584,ENSP355607
5585,ENSP261797
5586,ENSP310841
5587,ENSP371559
5588,ENSP378563
5589,ENSP358160
5590,ENSP355237
5591,ENSP361177
5592,ENSP253055
5593,ENSP385899
5594,ENSP423067
5595,ENSP260184
5596,ENSP359552
5597,ENSP418379
5598,ENSP305422
5599,ENSP345785
5600,ENSP361057
5601,ENSP388920
5602,ENSP281828
5603,ENSP401191
5604,ENSP396441
5605,ENSP246535
5606,ENSP377969
5607,ENSP374213
5608,ENSP229330
5609,ENSP56233
5610,ENSP380157
5611,ENSP351990
5612,ENSP466214
5613,ENSP394770
5614,ENSP463080
5615,ENSP251102
5616,ENSP387882
5617,ENSP307023
5618,ENSP381220
5619,ENSP483825
5620,ENSP337632
5621,ENSP337722
5622,ENSP437409
5623,ENSP390265
5624,ENSP417898
5625,ENSP347626
5626,ENSP390590
5627,ENSP479708
5628,ENSP201647
5629,ENSP354772
5630,ENSP386722
5631,ENSP384126
5632,ENSP378769
5633,ENSP477653
5634,ENSP386444
5635,ENSP308479
5636,ENSP483713
5637,ENSP280357
5638,ENSP329797
5639,ENSP284984
5640,ENSP480484
5641,ENSP403396
5642,ENSP476795
5643,ENSP328511
5644,ENSP308318
5645,ENSP187762
5646,ENSP338703
5647,ENSP364361
5648,ENSP317578
5649,ENSP435648
5650,ENSP344352
5651,ENSP396620
5652,ENSP304236
5653,ENSP406549
5654,ENSP260803
5655,ENSP263253
5656,ENSP331040
5657,ENSP215071
5658,ENSP458537
5659,ENSP357206
5660,ENSP207457
5661,ENSP357129
5662,ENSP350263
5663,ENSP278243
5664,ENSP299427
5665,ENSP246071
5666,ENSP406046
5667,ENSP362616
5668,ENSP395086
5669,ENSP243924
5670,ENSP284981
5671,ENSP316861
5672,ENSP314223
5673,ENSP368752
5674,ENSP222286
5675,ENSP243662
5676,ENSP219240
5677,ENSP346453
5678,ENSP405111
5679,ENSP254322
5680,ENSP286794
5681,ENSP275732
5682,ENSP263182
5683,ENSP72644
5684,ENSP429430
5685,ENSP377854
5686,ENSP421280
5687,ENSP385215
5688,ENSP303427
5689,ENSP291565
5690,ENSP320378
5691,ENSP323889
5692,ENSP250003
5693,ENSP331608
5694,ENSP404438
5695,ENSP304108
5696,ENSP260191
5697,ENSP435585
5698,ENSP476252
5699,ENSP371577
5700,ENSP379353
5701,ENSP377257
5702,ENSP395473
5703,ENSP277165
5704,ENSP361927
5705,ENSP272645
5706,ENSP366962
5707,ENSP250378
5708,ENSP395083
5709,ENSP255224
5710,ENSP266058
5711,ENSP316532
5712,ENSP216492
5713,ENSP293894
5714,ENSP478796
5715,ENSP378307
5716,ENSP368332
5717,ENSP448051
5718,ENSP482732
5719,ENSP417273
5720,ENSP280987
5721,ENSP362282
5722,ENSP379845
5723,ENSP361700
5724,ENSP302324
5725,ENSP182290
5726,ENSP276077
5727,ENSP395220
5728,ENSP369009
5729,ENSP367284
5730,ENSP424827
5731,ENSP265562
5732,ENSP322181
5733,ENSP311657
5734,ENSP231188
5735,ENSP9105
5736,ENSP456226
5737,ENSP355718
5738,ENSP379138
5739,ENSP432282
5740,ENSP365280
5741,ENSP259915
5742,ENSP281882
5743,ENSP254260
5744,ENSP240189
5745,ENSP301146
5746,ENSP315505
5747,ENSP422907
5748,ENSP383003
5749,ENSP409924
5750,ENSP420588
5751,ENSP419457
5752,ENSP273550
5753,ENSP361238
5754,ENSP356430
5755,ENSP312671
5756,ENSP421258
5757,ENSP310375
5758,ENSP301873
5759,ENSP324857
5760,ENSP386988
5761,ENSP243578
5762,ENSP456405
5763,ENSP291823
5764,ENSP271751
5765,ENSP301327
5766,ENSP254442
5767,ENSP220853
5768,ENSP248450
5769,ENSP410964
5770,ENSP265044
5771,ENSP356982
5772,ENSP483786
5773,ENSP219302
5774,ENSP274137
5775,ENSP296805
5776,ENSP378294
5777,ENSP360577
5778,ENSP371586
5779,ENSP348132
5780,ENSP262498
5781,ENSP331268
5782,ENSP377958
5783,ENSP338191
5784,ENSP295822
5785,ENSP221801
5786,ENSP314153
5787,ENSP368244
5788,ENSP358703
5789,ENSP331397
5790,ENSP384136
5791,ENSP484343
5792,ENSP345716
5793,ENSP366542
5794,ENSP316578
5795,ENSP302251
5796,ENSP451145
5797,ENSP378326
5798,ENSP332963
5799,ENSP332983
5800,ENSP368831
5801,ENSP372724
5802,ENSP401338
5803,ENSP362294
5804,ENSP359285
5805,ENSP371472
5806,ENSP358363
5807,ENSP334051
5808,ENSP254667
5809,ENSP303532
5810,ENSP244241
5811,ENSP264832
5812,ENSP419085
5813,ENSP264122
5814,ENSP370242
5815,ENSP443410
5816,ENSP378328
5817,ENSP222250
5818,ENSP308024
5819,ENSP479113
5820,ENSP482705
5821,ENSP386935
5822,ENSP452634
5823,ENSP296027
5824,ENSP433138
5825,ENSP276708
5826,ENSP428657
5827,ENSP338173
5828,ENSP479606
5829,ENSP357087
5830,ENSP309899
5831,ENSP364405
5832,ENSP359606
5833,ENSP373937
5834,ENSP346139
5835,ENSP423550
5836,ENSP289228
5837,ENSP240100
5838,ENSP376872
5839,ENSP318197
5840,ENSP248114
5841,ENSP409952
5842,ENSP334300
5843,ENSP258052
5844,ENSP312224
5845,ENSP360994
5846,ENSP384952
5847,ENSP454926
5848,ENSP380159
5849,ENSP344786
5850,ENSP429633
5851,ENSP304051
5852,ENSP393313
5853,ENSP455547
5854,ENSP280665
5855,ENSP398824
5856,ENSP256737
5857,ENSP446278
5858,ENSP357106
5859,ENSP375683
5860,ENSP304915
5861,ENSP376306
5862,ENSP343577
5863,ENSP377055
5864,ENSP339208
5865,ENSP261875
5866,ENSP308430
5867,ENSP442373
5868,ENSP242208
5869,ENSP387739
5870,ENSP361850
5871,ENSP327569
5872,ENSP254528
5873,ENSP338343
5874,ENSP262113
5875,ENSP306163
5876,ENSP461295
5877,ENSP355605
5878,ENSP367631
5879,ENSP262961
5880,ENSP344101
5881,ENSP377696
5882,ENSP252818
5883,ENSP384092
5884,ENSP225577
5885,ENSP262662
5886,ENSP314348
5887,ENSP395772
5888,ENSP332353
5889,ENSP375767
5890,ENSP252071
5891,ENSP301887
5892,ENSP216115
5893,ENSP298532
5894,ENSP348886
5895,ENSP376658
5896,ENSP325638
5897,ENSP429190
5898,ENSP362674
5899,ENSP380996
5900,ENSP375919
