,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
408,4.082119941711426,0.061337568378138405,0.007601690292358398,0.0010200011870066359,0.8,1,0.3,5,100,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 100}",0.7666459627329192,0.7907196969696969,0.8003565909901343,0.8507561334818061,0.7917366080631387,0.800042998447539,0.027724366436313614,1
957,26.587594556808472,1.0313503010536549,0.016803836822509764,0.0004002333077948646,0.9,0,0.1,7,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 1000}",0.7537957156953241,0.7845435875306659,0.7986718768729174,0.8510781671159029,0.8055816775367814,0.7987342049503183,0.03164687529623081,2
164,11.057893180847168,0.129373304125502,0.016603755950927734,0.010709128471873147,0.8,0,0.2,7,500,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 500}",0.7603168740127159,0.7983373931871787,0.7871725731895223,0.8480969155425724,0.7921735173669043,0.7972194546597786,0.02855859793927295,3
124,26.143894481658936,0.3745046181983716,0.019004344940185547,0.0008946289729070344,0.8,0,0.15,5,2000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 2000}",0.7628156565656565,0.7846653520473263,0.8003565909901343,0.8464788233209286,0.790566153093666,0.7969765152035423,0.027646067224066713,4
123,18.589191007614136,0.10148246553702533,0.015203475952148438,0.0004003048085115577,0.8,0,0.15,5,1000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 1000}",0.7558396464646465,0.7889207258834765,0.8046717171717171,0.8501059771089445,0.7846653520473262,0.7968406837352222,0.03095340386522638,5
956,19.083902311325073,1.508463470355384,0.015803766250610352,0.0016004681842495838,0.9,0,0.1,7,500,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 500}",0.7492228641750374,0.7800783256291731,0.8013610683102209,0.8510781671159029,0.8014693007498763,0.7966419451960421,0.03326198574815046,6
954,5.81791205406189,0.10020409748200632,0.008001232147216797,4.90933901833868e-07,0.9,0,0.1,7,100,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100}",0.7742115479829931,0.7736152776761542,0.7800783256291731,0.8501059771089445,0.8040780141843972,0.7964178285163325,0.029055637381807293,7
1062,4.518218278884888,0.1494477053146404,0.008002281188964844,6.03156597169567e-07,0.9,0,0.3,7,100,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 100}",0.7548756816711341,0.7950535589384091,0.787988910839573,0.833946482367535,0.8081991549617449,0.7960127577556791,0.025865177170403972,8
955,13.750900220870971,0.5917580261686027,0.0138031005859375,0.004622520965211989,0.9,0,0.1,7,300,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 300}",0.7467613075723334,0.7863465271999683,0.7942668207498715,0.8537073160426188,0.798877597451843,0.7959919138033269,0.034231730439476894,9
409,11.82606635093689,0.12545005796345626,0.007001733779907227,1.1680077279964342e-07,0.8,1,0.3,5,300,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 300}",0.7524455458458328,0.7881062219532705,0.7960021644332687,0.849112426035503,0.7942499944583601,0.7959832705452469,0.030929898585680862,10
410,19.71164450645447,0.38813873421823386,0.008002042770385742,3.9895058943465975e-07,0.8,1,0.3,5,500,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 500}",0.7524455458458328,0.7881062219532705,0.7960021644332687,0.849112426035503,0.7942499944583601,0.7959832705452469,0.030929898585680862,10
57,31.425485372543335,0.3836379540637063,0.02100481986999512,0.0006325605100375587,0.8,0,0.05,7,1000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 1000}",0.7439967439967441,0.7889677563102778,0.7986718768729174,0.8480969155425724,0.798877597451843,0.7957221780348709,0.03311468937857963,12
794,9.488138961791993,0.2977287929912883,0.007201528549194336,0.00039989969238978966,0.8,3,0.2,2,500,"{'colsample_bytree': 0.8, 'gamma': 3, 'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 500}",0.7603168740127159,0.8143666547803003,0.7853326857697912,0.8328373971556811,0.7845729325225137,0.7954853088482005,0.025340316676635423,13
92,15.559908390045166,0.20982662701567348,0.013802909851074218,0.0004001379403725326,0.8,0,0.1,7,500,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 500}",0.7533695370275771,0.7881062219532705,0.8013610683102209,0.8501059771089445,0.7838102225483004,0.7953506053896626,0.03156690680113248,14
1008,2.417944240570068,0.2945230870650717,0.008601999282836914,0.003262571219023206,0.9,0,0.2,2,100,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 100}",0.7735093167701863,0.781933348187287,0.8036060896611399,0.8288064336668943,0.7886747347975498,0.7953059846166115,0.019437424925961205,15
1063,8.161439847946166,0.49743562519547846,0.009202194213867188,0.0003999713778096149,0.9,0,0.3,7,300,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 300}",0.7578347578347578,0.7993487993487993,0.7924882629107981,0.8313692242475625,0.7947394465380078,0.7951560981759852,0.023362973404324208,16
886,107.06774115562439,3.155163343552343,0.06741518974304199,0.01013335030003021,0.9,0,0.01,7,2000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 2000}",0.7517013353877761,0.7748989400642964,0.7986718768729174,0.8527449937976255,0.7973220836390316,0.7950678459523294,0.033562368847441904,17
412,77.23321413993835,1.1132915854147476,0.011202478408813476,0.002926516852901361,0.8,1,0.3,5,2000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 2000}",0.7524455458458328,0.7881062219532705,0.7933515590950513,0.8470588235294119,0.7942499944583601,0.7950424289763853,0.030238378647085392,18
56,20.95512490272522,0.5074283009011555,0.016203641891479492,0.0009798611797843906,0.8,0,0.05,7,500,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 500}",0.7578347578347578,0.7755712270803949,0.7960021644332687,0.8517614654022078,0.7931394287204904,0.7948618086942238,0.031575202206228815,19
993,21.584266233444215,0.0686700560896631,0.015403509140014648,0.0008001327656733407,0.9,0,0.15,7,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 1000}",0.760830123818315,0.796715075263285,0.7871725731895223,0.8302514792899409,0.7978299828288206,0.7945598468779769,0.02227778019906928,20
165,15.529101514816285,0.26272975688085715,0.014203071594238281,0.0014700026831736132,0.8,0,0.2,7,1000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 1000}",0.7513213677245533,0.8009627329192547,0.7826959500302235,0.8369393025324972,0.8003973988439306,0.7944633504100919,0.02786167186031685,21
887,142.53373765945435,5.547298950402899,0.06681489944458008,0.007442036472068829,0.9,0,0.01,7,3000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 3000}",0.7537957156953241,0.7748989400642964,0.7986718768729174,0.8501059771089445,0.7947394465380078,0.7944423912558981,0.03209520306541074,22
793,5.858920574188232,0.38214344181939514,0.0068016529083251955,0.0004000902282460696,0.8,3,0.2,2,300,"{'colsample_bytree': 0.8, 'gamma': 3, 'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 300}",0.7603168740127159,0.8089482329086866,0.7853326857697912,0.8328373971556811,0.7845729325225137,0.7944016244738777,0.024615163973842922,23
125,32.3785002708435,0.4682903598171887,0.022205305099487305,0.0009798709187412262,0.8,0,0.15,5,3000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 3000}",0.7603168740127159,0.7846653520473263,0.8003565909901343,0.8402126528442319,0.7863571149080473,0.7943817169604912,0.02628835983446711,24
797,54.66852602958679,1.6682050225272516,0.012202882766723632,0.003919972649860987,0.8,3,0.2,2,3000,"{'colsample_bytree': 0.8, 'gamma': 3, 'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 3000}",0.7578347578347578,0.8089482329086866,0.7781771086287841,0.8417676203568463,0.7845729325225137,0.7942601304503177,0.028816714302061605,25
413,115.44843096733094,2.7093662486941343,0.011402654647827148,0.0004898431271176978,0.8,1,0.3,5,3000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 3000}",0.7524455458458328,0.7811588849681319,0.7960021644332687,0.8470588235294119,0.7942499944583601,0.794183082647001,0.030694654951657675,26
122,13.096952962875367,0.2743268950178775,0.012403059005737304,0.000799870524784076,0.8,0,0.15,5,500,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 500}",0.7513213677245533,0.7872360248447205,0.7942668207498715,0.8464788233209286,0.7915013726172524,0.7941608818514653,0.03042179753799241,27
1158,2.989073896408081,0.03074209289198616,0.006801414489746094,0.00040009034190725254,0.9,1,0.1,3,100,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.7778293314774001,0.7845435875306659,0.7942668207498715,0.8302514792899409,0.7838102225483004,0.7941402883192359,0.01880897850353472,28
1029,19.451585435867308,1.362897156127265,0.015203380584716797,0.002482392696246048,0.9,0,0.2,7,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 1000}",0.7443163358294702,0.7907196969696969,0.7933515590950513,0.8354383251711202,0.8067040563453762,0.7941059946821429,0.02952327561514333,29
795,18.785835170745848,0.30315520465553597,0.009602165222167969,0.002332988591486911,0.8,3,0.2,2,1000,"{'colsample_bytree': 0.8, 'gamma': 3, 'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 1000}",0.7603168740127159,0.8143666547803003,0.7781771086287841,0.8328373971556811,0.7845729325225137,0.794054193419999,0.02606497968147995,30
692,14.386043214797974,0.1576012161164111,0.008401823043823243,0.0004899208473093904,0.8,3,0.05,3,500,"{'colsample_bytree': 0.8, 'gamma': 3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 500}",0.7647537647537647,0.7837436868686868,0.787988910839573,0.8428254437869822,0.7896239885768681,0.793787158965175,0.02607494720401521,31
59,56.473333263397215,1.460566697168235,0.03500785827636719,0.0006324097388718921,0.8,0,0.05,7,3000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 3000}",0.7443163358294702,0.7933515590950513,0.7942668207498715,0.8391454199045234,0.7978299828288206,0.7937820236815474,0.030071575591503433,32
166,22.121187686920166,0.3323342431303623,0.017003536224365234,0.0006327113962082757,0.8,0,0.2,7,2000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 2000}",0.7513213677245533,0.7993487993487993,0.7845435875306659,0.8369393025324972,0.7963025921141105,0.7936911298501252,0.02752492569559656,33
923,66.27114181518554,2.564244045198006,0.0406095027923584,0.0036669966891707726,0.9,0,0.05,7,3000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 3000}",0.7467613075723334,0.7950535589384091,0.7960021644332687,0.8279411764705882,0.8025387435684136,0.7936593901966027,0.02630948968670474,34
103,12.086525058746338,0.2364306031834305,0.012203025817871093,0.00040040031790630916,0.8,0,0.1,20,300,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 20, 'n_estimators': 300}",0.7603168740127159,0.7723364634098022,0.7808020942578636,0.8625971456831991,0.7921735173669043,0.7936452189460972,0.03601755570984353,35
1160,14.47406301498413,0.33429935202484234,0.008402061462402344,0.0004899208705145337,0.9,1,0.1,3,500,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.7672642109978546,0.7778293314774001,0.7942668207498715,0.8428254437869822,0.7854694372819657,0.7935310488588148,0.026199080185249208,36
1028,14.370639848709107,0.6009606054714617,0.01400308609008789,0.0032873304864443394,0.9,0,0.2,7,500,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 500}",0.7375128402670776,0.7907196969696969,0.797695707070707,0.8402126528442319,0.8014693007498763,0.793522039580318,0.0328800102165296,37
206,8.978824138641357,0.08150316718557368,0.013602733612060547,0.005714341177940478,0.8,0,0.3,10,500,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 10, 'n_estimators': 500}",0.760830123818315,0.7957297347259451,0.7942668207498715,0.8319883040935672,0.7846653520473262,0.793496067087005,0.022944633445948548,38
695,84.94675326347351,3.39884274339869,0.017403888702392577,0.0041772106570097806,0.8,3,0.05,3,3000,"{'colsample_bytree': 0.8, 'gamma': 3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 3000}",0.7622600032740113,0.7811588849681319,0.7924882629107981,0.8391454199045234,0.7921735173669043,0.7934452176848739,0.025355524197039046,39
93,22.1189875125885,0.30158715709695,0.01820383071899414,0.0024001121663098,0.8,0,0.1,7,1000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 1000}",0.7558396464646465,0.7811588849681319,0.7969453959298811,0.8537073160426188,0.7795748010956045,0.7934452089001764,0.03286728817840291,40
958,38.8547604560852,2.4908373382954743,0.02520585060119629,0.0042148476871820394,0.9,0,0.1,7,2000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 2000}",0.7467613075723334,0.781933348187287,0.7916077322017916,0.8438603928218172,0.8029811956513526,0.7934287952869165,0.03145762345446914,41
1026,4.944514656066895,0.0696277572007198,0.00820164680480957,0.000400161828394718,0.9,0,0.2,7,100,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100}",0.7443163358294702,0.7736152776761542,0.7907196969696969,0.85806948815105,0.8003973988439306,0.7934236394940604,0.03752047133057559,42
29,119.6167709350586,1.6661911763430388,0.07701754570007324,0.013117802309490363,0.8,0,0.01,10,3000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 3000}",0.7467613075723334,0.781933348187287,0.7898206729800523,0.849112426035503,0.798877597451843,0.7933010704454035,0.03302512034919531,43
981,23.537306690216063,1.3160390634584846,0.015203523635864257,0.003919916672224005,0.9,0,0.15,3,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 1000}",0.7578347578347578,0.7940993788819876,0.8062678062678063,0.8202213516579967,0.7880095923261391,0.7932865773937374,0.02087741887999073,44
1408,39.291859006881715,0.37925216545957735,0.009602117538452148,0.000490018183218949,0.9,2,0.15,2,2000,"{'colsample_bytree': 0.9, 'gamma': 2, 'learning_rate': 0.15, 'max_depth': 2, 'n_estimators': 2000}",0.7716727716727717,0.7881062219532705,0.7907196969696969,0.8288064336668943,0.7870905587668593,0.7932791366058985,0.018976997207188886,45
1191,21.07055025100708,1.423828789817162,0.00800166130065918,3.2340669551493016e-07,0.9,1,0.15,2,1000,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.15, 'max_depth': 2, 'n_estimators': 1000}",0.7513213677245533,0.7999217425329334,0.7907196969696969,0.8328373971556811,0.7912014576756672,0.7932003324117064,0.026001042252994856,46
1192,40.943231153488156,2.017137576275079,0.011602687835693359,0.002059615927049396,0.9,1,0.15,2,2000,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.15, 'max_depth': 2, 'n_estimators': 2000}",0.7513213677245533,0.7999217425329334,0.7907196969696969,0.8328373971556811,0.7912014576756672,0.7932003324117064,0.026001042252994856,46
1064,11.008281898498534,0.6368859335003662,0.010602140426635742,0.0004902909270398817,0.9,0,0.3,7,500,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 500}",0.7597826086956521,0.7950535589384091,0.7951757274212824,0.8253529221595604,0.790566153093666,0.793186194061714,0.020807728473210937,48
1406,9.828415536880494,0.04705296132307171,0.007201671600341797,0.00040018559567517087,0.9,2,0.15,2,500,"{'colsample_bytree': 0.9, 'gamma': 2, 'learning_rate': 0.15, 'max_depth': 2, 'n_estimators': 500}",0.7742115479829931,0.7881062219532705,0.7898240608654303,0.8262578616352201,0.7870905587668593,0.7930980502407546,0.017481420818339345,49
1595,92.47305026054383,2.382022408491214,0.011202669143676758,0.0003998995502455719,0.9,3,0.1,3,3000,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 3000}",0.7672642109978546,0.7678645319413056,0.7845435875306659,0.8402126528442319,0.8055816775367814,0.7930933321701679,0.027396799614931928,50
1522,57.99267568588257,0.31895173742239197,0.015403413772583007,0.0008004188679631838,0.9,3,0.01,3,2000,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 2000}",0.7684936993560711,0.7678645319413056,0.7924882629107981,0.8510781671159029,0.7854694372819657,0.7930788197212087,0.03053641828466291,51
796,36.61545553207397,0.6855086737048733,0.00980238914489746,0.00040020946949013536,0.8,3,0.2,2,2000,"{'colsample_bytree': 0.8, 'gamma': 3, 'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 2000}",0.7578347578347578,0.8089482329086866,0.7781771086287841,0.8354383251711202,0.7845729325225137,0.7929942714131725,0.026768209665829382,52
629,124.56728639602662,1.5752414786028974,0.010802650451660156,0.00039978030187482947,0.8,2,0.3,5,3000,"{'colsample_bytree': 0.8, 'gamma': 2, 'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 3000}",0.7924297924297925,0.7803726708074534,0.7811588849681319,0.833946482367535,0.7770542920029347,0.7929924245151695,0.021122813824254884,53
693,27.236540746688842,1.020591019196314,0.009402179718017578,0.0004901544488522248,0.8,3,0.05,3,1000,"{'colsample_bytree': 0.8, 'gamma': 3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 1000}",0.7622600032740113,0.7837436868686868,0.7924882629107981,0.8391454199045234,0.7870905587668593,0.7929455863449757,0.025279221016362995,54
1592,14.436254692077636,0.26095566776542023,0.007401847839355468,0.0004901545184344739,0.9,3,0.1,3,500,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.7672642109978546,0.7678645319413056,0.7889677563102778,0.8402126528442319,0.8003973988439306,0.7929413101875201,0.026810895005730775,55
23,120.76342959403992,6.991120652667676,0.06421422958374023,0.0054932964597912805,0.8,0,0.01,7,3000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 3000}",0.7492228641750374,0.7837436868686868,0.7871725731895223,0.8454534426533655,0.798877597451843,0.7928940328676909,0.03105456330359128,56
411,39.1274218082428,1.0440451983144041,0.008201932907104493,0.0004001379119606201,0.8,1,0.3,5,1000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 1000}",0.7524455458458328,0.7881062219532705,0.7933515590950513,0.8428254437869822,0.787718248250689,0.7928894037863652,0.02891071428245638,57
1190,11.67823281288147,1.1664011546683388,0.011802768707275391,0.007601809502208771,0.9,1,0.15,2,500,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.15, 'max_depth': 2, 'n_estimators': 500}",0.7562870088461631,0.7999217425329334,0.7907196969696969,0.8302514792899409,0.7870905587668593,0.7928540972811188,0.02376317229674478,58
657,29.32121124267578,2.2882808560816184,0.014403152465820312,0.0023330663089024223,0.8,3,0.01,3,1000,"{'colsample_bytree': 0.8, 'gamma': 3, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1000}",0.7666459627329192,0.7748989400642964,0.7898206729800523,0.8448730907457322,0.7880095923261391,0.7928496517698278,0.027378460368271667,59
1481,66.01328406333923,3.6484379711728416,0.01380329132080078,0.005307715672997513,0.9,2,0.3,2,3000,"{'colsample_bytree': 0.9, 'gamma': 2, 'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 3000}",0.7767676767676768,0.7753027081985395,0.8131868131868133,0.8100742958527389,0.7886747347975498,0.7928012457606637,0.01608870326013923,60
91,11.450181770324708,0.15479880763396933,0.011202669143676758,0.00040025747984041344,0.8,0,0.1,7,300,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 300}",0.7603168740127159,0.7767676767676768,0.7986718768729174,0.8438603928218172,0.7838102225483004,0.7926854086046855,0.02840627380686225,61
1193,64.09185109138488,2.9720825774302684,0.011202573776245117,0.00040018579453481875,0.9,1,0.15,2,3000,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.15, 'max_depth': 2, 'n_estimators': 3000}",0.7513213677245533,0.7999217425329334,0.7907196969696969,0.8302514792899409,0.7912014576756672,0.7926831488385583,0.025221515340847055,62
1594,58.3731614112854,1.007810758569397,0.009602212905883789,0.0004898042090126899,0.9,3,0.1,3,2000,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 2000}",0.7672642109978546,0.7678645319413056,0.7845435875306659,0.8402126528442319,0.8029811956513526,0.7925732357930821,0.027178600842291758,63
1593,28.66426305770874,0.38850980552454684,0.008201789855957032,0.00040020949789696785,0.9,3,0.1,3,1000,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",0.7672642109978546,0.7678645319413056,0.7845435875306659,0.8402126528442319,0.8029811956513526,0.7925732357930821,0.027178600842291758,63
1405,5.951541519165039,0.019149874181749897,0.007001543045043945,1.9073486328124998e-07,0.9,2,0.15,2,300,"{'colsample_bytree': 0.9, 'gamma': 2, 'learning_rate': 0.15, 'max_depth': 2, 'n_estimators': 300}",0.7697916666666667,0.7881062219532705,0.7924297924297925,0.8251236399604351,0.7870905587668593,0.7925083759554049,0.01804739430136314,65
873,34.24952220916748,2.3394285995134902,0.015403366088867188,0.00382732382652961,0.9,0,0.01,3,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1000}",0.7666459627329192,0.7678645319413056,0.7924882629107981,0.8474820954486877,0.7880095923261391,0.7924980890719698,0.02938888303418714,66
58,45.74571452140808,1.7013291832302164,0.028806447982788086,0.00039970892918415093,0.8,0,0.05,7,2000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 2000}",0.7373113039343873,0.7889677563102778,0.7942668207498715,0.8454534426533655,0.7963025921141105,0.7924603831524025,0.034292592560565716,67
144,1.809407901763916,0.010336741717484827,0.006401491165161133,0.0004899208473093903,0.8,0,0.2,2,100,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 100}",0.7647537647537647,0.7924297924297925,0.7942668207498715,0.8386680143755616,0.7720612771120886,0.7924359338842158,0.025776681622503156,68
398,8.85179591178894,0.3766001329327059,0.007001447677612305,3.504023183989303e-07,0.8,1,0.3,2,500,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 500}",0.7729840780688239,0.7838102225483002,0.7940993788819876,0.8200527852650494,0.7912014576756672,0.7924295844879656,0.015618955471479602,69
694,58.70883746147156,3.5724854773508565,0.013802766799926758,0.0037103843217841464,0.8,3,0.05,3,2000,"{'colsample_bytree': 0.8, 'gamma': 3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 2000}",0.7622600032740113,0.7811588849681319,0.7924882629107981,0.8391454199045234,0.7870905587668593,0.7924286259648647,0.02548768412850719,70
979,10.04066424369812,0.7847712847849702,0.008201169967651366,0.0004005196087557945,0.9,0,0.15,3,300,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 300}",0.7641572903375479,0.7881062219532705,0.797695707070707,0.8215686274509804,0.790566153093666,0.7924187999812343,0.01842987654339748,71
1118,10.009456348419189,0.07388801414962655,0.008201837539672852,0.0003999471771024199,0.9,1,0.05,2,500,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 500}",0.7558396464646465,0.7837436868686868,0.8003565909901343,0.8350316542608255,0.7870905587668593,0.7924124274702304,0.02577031581822124,72
1407,19.838072776794434,0.39119132503667015,0.00840167999267578,0.0008001090143977144,0.9,2,0.15,2,1000,"{'colsample_bytree': 0.9, 'gamma': 2, 'learning_rate': 0.15, 'max_depth': 2, 'n_estimators': 1000}",0.7716727716727717,0.7881062219532705,0.7924297924297925,0.8225812130729631,0.7870905587668593,0.7923761115791315,0.01665622014211518,73
588,4.337177705764771,0.18141922368336796,0.007001447677612305,1.7841612752790173e-07,0.8,2,0.2,5,100,"{'colsample_bytree': 0.8, 'gamma': 2, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100}",0.7720612771120885,0.7678645319413056,0.7942668207498715,0.8386680143755616,0.7886747347975498,0.7923070757952753,0.025194052638784672,74
1425,60.57885866165161,0.5112463240496844,0.008802127838134766,0.00040016177157428304,0.9,2,0.15,7,1000,"{'colsample_bytree': 0.9, 'gamma': 2, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 1000}",0.7641572903375479,0.7704152981884145,0.7950535589384091,0.8345808383233533,0.7973220836390316,0.7923058138853513,0.02486533656217441,75
401,54.01537871360779,1.5406251747547266,0.011402606964111328,0.001019973150588105,0.8,1,0.3,2,3000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 3000}",0.7658898305084746,0.7838102225483002,0.796715075263285,0.8237232635754916,0.7912014576756672,0.7922679699142436,0.018855712252111627,76
400,36.102140235900876,1.3573462812153236,0.018604087829589843,0.011112951961646278,0.8,1,0.3,2,2000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 2000}",0.7658898305084746,0.7838102225483002,0.796715075263285,0.8237232635754916,0.7912014576756672,0.7922679699142436,0.018855712252111627,76
521,125.66073384284974,2.7406130427234348,0.012803077697753906,0.0003999473476551629,0.8,2,0.1,5,3000,"{'colsample_bytree': 0.8, 'gamma': 2, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 3000}",0.7803726708074534,0.7633511535172888,0.7826959500302235,0.8464788233209286,0.7880095923261391,0.7921816380004066,0.028376811367038766,78
