,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1012,2.407995319366455,0.09070303651712076,0.005459260940551758,0.0017363154890898973,0.9,0,0.2,2,2000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 2000}",0.8119390454360703,0.8082574828087996,0.784425374929826,0.8034084661902143,0.8294047032536968,0.8074870145237213,0.01448635949543147,275
1066,2.255998992919922,0.038914791629138454,0.005179405212402344,0.0006790179382524718,0.9,0,0.3,7,2000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 2000}",0.8011834319526627,0.8121112603871226,0.8023899270190071,0.8009727026749324,0.8206855530349139,0.8074685750137277,0.0077940372296148456,276
90,1.0382788181304932,0.017426134345379433,0.002311038970947266,9.546148907108443e-05,0.8,0,0.1,7,100,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100}",0.7831091984938139,0.8043738143813307,0.818137533490298,0.805873731067803,0.8257309941520468,0.8074450543170585,0.014510962453711888,277
940,2.6070796489715575,0.0954608094377233,0.004965877532958985,0.002210475622528286,0.9,0,0.1,2,2000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 2000}",0.8132329209252286,0.8043738143813307,0.7951586874663799,0.805873731067803,0.8183028705987889,0.8073884048879062,0.007927571007295731,278
64,6.328687953948974,0.07046154336255116,0.01639833450317383,0.0017236279040272965,0.8,0,0.05,10,2000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 2000}",0.776634907625585,0.8082574828087996,0.8154761904761905,0.8008354218880535,0.8356081685899259,0.8073624342777108,0.01924182134440221,279
269,2.6118099689483643,0.054524539078504415,0.0027664661407470702,0.0011239761954018465,0.8,1,0.05,5,3000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 3000}",0.792780291603821,0.8055049057914387,0.7938892046223377,0.8032968951908637,0.8412815470337595,0.8073505688484441,0.017689835096278205,280
268,1.9409785747528077,0.031050552511168998,0.002850055694580078,0.0011571461462497128,0.8,1,0.05,5,2000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 2000}",0.792780291603821,0.8055049057914387,0.7938892046223377,0.8032968951908637,0.8412815470337595,0.8073505688484441,0.017689835096278205,280
267,1.388153600692749,0.023595446438090556,0.003344154357910156,0.0009720068872754741,0.8,1,0.05,5,1000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 1000}",0.792780291603821,0.8055049057914387,0.7938892046223377,0.8032968951908637,0.8412815470337595,0.8073505688484441,0.017689835096278205,280
266,1.1340450763702392,0.04584498252385325,0.002254343032836914,0.0007425091914493222,0.8,1,0.05,5,500,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 500}",0.792780291603821,0.8055049057914387,0.7938892046223377,0.8032968951908637,0.8412815470337595,0.8073505688484441,0.017689835096278205,280
265,1.0365270137786866,0.021621547987201197,0.002037811279296875,0.0008071413632857413,0.8,1,0.05,5,300,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 300}",0.792780291603821,0.8055049057914387,0.7938892046223377,0.8032968951908637,0.8412815470337595,0.8073505688484441,0.017689835096278205,280
184,2.0749704360961916,0.06603782383714339,0.005232429504394532,0.0022433355441004417,0.8,0,0.3,2,2000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 2000}",0.80479302832244,0.7965148554825778,0.7951586874663799,0.8132205363564751,0.8268688098268135,0.8073111834909372,0.011730355175584415,285
156,0.5277619361877441,0.006139447235823122,0.0026619434356689453,0.0008477433294324973,0.8,0,0.2,5,100,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100}",0.7987866599631306,0.8057421505697369,0.7915056352562675,0.802224506327046,0.8381787802840435,0.8072875464800449,0.016146979553417578,286
29,21.293712377548218,0.24207614013075324,0.046614217758178714,0.0059258090436958505,0.8,0,0.01,10,3000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 3000}",0.7831091984938139,0.8083899511299019,0.8154761904761905,0.7972649807586586,0.8319548872180451,0.8072390416153221,0.016503208518136844,287
163,1.1246487617492675,0.01267307074961142,0.004658555984497071,0.0010890695820040986,0.8,0,0.2,7,300,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 300}",0.7841227611763029,0.8171943154636274,0.8084469571000998,0.790807809171236,0.8356081685899259,0.8072360023002384,0.018491736950833476,288
149,3.0522239208221436,0.0800693807631089,0.007697105407714844,0.0024758658593117175,0.8,0,0.2,2,3000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 3000}",0.8120754512733079,0.8004597701149425,0.7867739232445115,0.8095519516217702,0.8271206463725924,0.807196348525425,0.013332584875481765,289
43,0.6974476337432861,0.017105785466250707,0.0015537738800048828,2.7041333920970584e-05,0.8,0,0.05,3,300,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300}",0.7880582893009682,0.8043738143813307,0.8156788949367004,0.8107943072450091,0.8169977725812383,0.8071806156890492,0.01053752899262289,290
977,3.4654658794403077,0.14880020190290513,0.005227231979370117,0.0006314517323286967,0.9,0,0.15,2,3000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 2, 'n_estimators': 3000}",0.8108932461873638,0.8248494800218938,0.784425374929826,0.7935306405244981,0.8220305242203052,0.8071458531767775,0.0158152390892957,291
1595,2.005475616455078,0.010010950822497814,0.0015480518341064453,0.00041752946368153797,0.9,3,0.1,3,3000,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 3000}",0.784425374929826,0.7954746483293862,0.803592265096484,0.8132205363564751,0.8385995964458919,0.8070624842316126,0.018391683620986633,292
1592,0.45911240577697754,0.0022203691327329577,0.001464080810546875,0.0005884284794283838,0.9,3,0.1,3,500,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.784425374929826,0.7954746483293862,0.803592265096484,0.8132205363564751,0.8385995964458919,0.8070624842316126,0.018391683620986633,292
1594,1.3804105758666991,0.009332923892892498,0.0017035484313964843,0.0005142785333602791,0.9,3,0.1,3,2000,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 2000}",0.784425374929826,0.7954746483293862,0.803592265096484,0.8132205363564751,0.8385995964458919,0.8070624842316126,0.018391683620986633,292
1591,0.3314207077026367,0.0073532905900655435,0.0017081737518310548,0.0005632095356098392,0.9,3,0.1,3,300,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300}",0.784425374929826,0.7954746483293862,0.803592265096484,0.8132205363564751,0.8385995964458919,0.8070624842316126,0.018391683620986633,292
1593,0.7602945327758789,0.005861673789696713,0.0013991832733154298,0.0004669350441326477,0.9,3,0.1,3,1000,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",0.784425374929826,0.7954746483293862,0.803592265096484,0.8132205363564751,0.8385995964458919,0.8070624842316126,0.018391683620986633,292
1590,0.2122425079345703,0.004366057845005264,0.0015557765960693359,0.0005521108121003476,0.9,3,0.1,3,100,"{'colsample_bytree': 0.9, 'gamma': 3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.784425374929826,0.7954746483293862,0.803592265096484,0.8132205363564751,0.8385995964458919,0.8070624842316126,0.018391683620986633,292
190,2.041465187072754,0.03993510509166373,0.006968832015991211,0.0017657828946996484,0.8,0,0.3,3,2000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 2000}",0.792780291603821,0.806896551724138,0.80479302832244,0.8095519516217702,0.8208341244225048,0.8069711895389349,0.008999698192801346,298
176,1.584630823135376,0.034070737655094115,0.004815816879272461,0.00043659781510167804,0.8,0,0.2,20,500,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 20, 'n_estimators': 500}",0.7938892046223377,0.790055009624882,0.80479302832244,0.8094977168949772,0.8359957100925717,0.8068461339114418,0.016191156832216794,299
947,4.254600477218628,0.07631242758645373,0.009202527999877929,0.0023521162000154565,0.9,0,0.1,3,3000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 3000}",0.7999986673685192,0.8146489000485062,0.790413558959553,0.8095519516217702,0.8195071010860484,0.8068240358168793,0.010444324531961676,300
944,1.1564690113067626,0.0225792228689995,0.002406454086303711,0.0011114490789113781,0.9,0,0.1,3,500,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.7880582893009682,0.8184257602862253,0.8059688564022949,0.8095519516217702,0.8119880518702816,0.806798581896308,0.010213617691309837,301
874,4.6734490394592285,0.0930103866171292,0.007915782928466796,0.003505045205225507,0.9,0,0.01,3,2000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 2000}",0.7999986673685192,0.8004597701149425,0.8192576654115116,0.8008354218880535,0.8132832080200502,0.8067669465606153,0.007990654337412825,302
879,6.371403408050537,0.17846200204527443,0.011146020889282227,0.0035217235984966256,0.9,0,0.01,5,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 1000}",0.8071203841695644,0.794022988505747,0.7925925925925925,0.7970523521810499,0.8428367562201402,0.806725014733819,0.01875548675402381,303
1002,1.1417948246002196,0.021940964195060513,0.0036031723022460936,0.000691336354480488,0.9,0,0.15,20,100,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 20, 'n_estimators': 100}",0.7938892046223377,0.7993730407523512,0.8156788949367004,0.7826009521526183,0.8418116339261552,0.8066707452780324,0.0205524111929977,304
62,3.9289473056793214,0.09753638498752103,0.010054397583007812,0.00154578028090081,0.8,0,0.05,10,500,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 500}",0.7902038101572522,0.8082574828087996,0.8143662950784613,0.7995066158331464,0.8208341244225048,0.8066336656600328,0.010814974433600985,305
27,14.099972820281982,0.2028149860411418,0.022943687438964844,0.0011486536865932444,0.8,0,0.01,10,1000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 1000}",0.7999512868393278,0.807080583106844,0.7975489501763757,0.7996939049864533,0.8285166240409206,0.8065582698299844,0.011440119757912986,306
946,3.284809875488281,0.09826021343129894,0.01014866828918457,0.0021308218369865397,0.9,0,0.1,3,2000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 2000}",0.7940284783347437,0.8095885753145189,0.7999986673685192,0.8107587676171746,0.8183028705987889,0.8065354718467491,0.008541475760486153,307
11,6.589823770523071,0.07903382081772442,0.00899662971496582,0.0026224261552774135,0.8,0,0.01,3,3000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 3000}",0.7951586874663799,0.8021076544456364,0.8023899270190071,0.8095414382006776,0.823379995484308,0.806515540523202,0.009581170656060418,308
132,1.0252912044525146,0.039918089778215655,0.003591012954711914,0.0009808662902444662,0.8,0,0.15,10,100,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 10, 'n_estimators': 100}",0.8059688564022948,0.8032415278250029,0.7962848591382014,0.8107943072450091,0.815695437053326,0.8063969975327667,0.0066059510600358,309
58,5.933704996109009,0.1253839078825163,0.016956567764282227,0.0027346709674434437,0.8,0,0.05,7,2000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 2000}",0.7817650401883576,0.8095885753145189,0.8011834319526627,0.8058571694484085,0.833052066618713,0.8062892567045321,0.016461025723318087,310
1044,0.16177334785461425,0.004499062946303965,0.0021319866180419924,0.0007280838014060396,0.9,0,0.3,2,100,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 100}",0.8023659081191505,0.8096710613373448,0.792780291603821,0.808319039451115,0.8181836983723191,0.8062639997767501,0.008425152530534587,311
96,1.3223749160766602,0.024210821076376825,0.002937459945678711,7.31956065588766e-05,0.8,0,0.1,10,100,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100}",0.7831091984938139,0.8134058098902263,0.8072081764389456,0.8021357826592155,0.8247346246248388,0.806118718421408,0.013756034088398717,312
1062,0.6238352298736572,0.0143733104377952,0.0025272369384765625,0.0007170336085224064,0.9,0,0.3,7,100,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 100}",0.8011856267593971,0.8032415278250029,0.8060133690563178,0.7972649807586586,0.8220305242203052,0.8059472057239363,0.008532899494523585,313
71,6.9146465301513675,0.12512743208786534,0.018567228317260744,0.00031494834763109465,0.8,0,0.05,20,3000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 20, 'n_estimators': 3000}",0.7888740907693884,0.7993730407523512,0.8096355800165921,0.8021357826592155,0.8290724352671255,0.8058181858929345,0.013398021950027286,314
1009,0.43238186836242676,0.0032418082089823164,0.0022348880767822264,0.0009748722280721085,0.9,0,0.2,2,300,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 300}",0.8165632016906617,0.7993730407523512,0.7854623203361595,0.7869757793227181,0.8396936902727674,0.8056136064749315,0.020365330056722142,315
1135,1.3710036277770996,0.024976231287183088,0.0030834197998046873,0.0009997044420418679,0.9,1,0.05,7,300,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 300}",0.80479302832244,0.7965148554825778,0.7962848591382014,0.8008354218880535,0.8294047032536968,0.8055665736169939,0.012323330868170158,316
1136,1.5291531085968018,0.027282261567579406,0.0033797264099121095,0.0010068326274892169,0.9,1,0.05,7,500,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 500}",0.80479302832244,0.7965148554825778,0.7962848591382014,0.8008354218880535,0.8294047032536968,0.8055665736169939,0.012323330868170158,316
1137,1.8526107311248778,0.02739467744360746,0.002692508697509766,0.000921616611879792,0.9,1,0.05,7,1000,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 1000}",0.80479302832244,0.7965148554825778,0.7962848591382014,0.8008354218880535,0.8294047032536968,0.8055665736169939,0.012323330868170158,316
1138,2.471117639541626,0.023934910100223344,0.002925729751586914,0.0009213753603271208,0.9,1,0.05,7,2000,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 2000}",0.80479302832244,0.7965148554825778,0.7962848591382014,0.8008354218880535,0.8294047032536968,0.8055665736169939,0.012323330868170158,316
1139,3.0906662940979004,0.03032468010839621,0.003582334518432617,0.0011997393146726094,0.9,1,0.05,7,3000,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 3000}",0.80479302832244,0.7965148554825778,0.7962848591382014,0.8008354218880535,0.8294047032536968,0.8055665736169939,0.012323330868170158,316
65,7.292276000976562,0.09257036319229542,0.017902231216430663,0.0028784663343026378,0.8,0,0.05,10,3000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 3000}",0.780392156862745,0.8018660655690928,0.8143662950784613,0.7970523521810499,0.8341258933479935,0.8055605526078684,0.017961106009506178,321
897,15.331033563613891,0.2089482002347148,0.023403263092041014,0.0008500795310195119,0.9,0,0.01,20,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 20, 'n_estimators': 1000}",0.7940284783347437,0.8057421505697369,0.7999512868393277,0.7996939049864533,0.828275067230119,0.8055381775920761,0.011957004666339945,322
1076,1.260820245742798,0.032848701144876896,0.004511976242065429,0.0009121825865521191,0.9,0,0.3,20,500,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 20, 'n_estimators': 500}",0.803592265096484,0.8197310366736084,0.7938892046223377,0.7959525258673159,0.8145022962430144,0.8055334657005521,0.010130769237973193,323
1171,0.8215413093566895,0.02034895617054704,0.0016279220581054688,7.995423126507503e-05,0.9,1,0.1,7,300,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 300}",0.7904135589595531,0.8107877876803036,0.7912681228930851,0.7845632661614221,0.8506265664160402,0.8055318604220808,0.024219233979221714,324
1175,2.513593626022339,0.034459440250405995,0.002747058868408203,0.0008718815205793837,0.9,1,0.1,7,3000,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 3000}",0.7904135589595531,0.8107877876803036,0.7912681228930851,0.7845632661614221,0.8506265664160402,0.8055318604220808,0.024219233979221714,324
1173,1.25404691696167,0.029192642220472072,0.0024841785430908202,0.0009842756909360295,0.9,1,0.1,7,1000,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 1000}",0.7904135589595531,0.8107877876803036,0.7912681228930851,0.7845632661614221,0.8506265664160402,0.8055318604220808,0.024219233979221714,324
1172,0.9436028003692627,0.017828499253406554,0.00209193229675293,0.0006098150599912811,0.9,1,0.1,7,500,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 500}",0.7904135589595531,0.8107877876803036,0.7912681228930851,0.7845632661614221,0.8506265664160402,0.8055318604220808,0.024219233979221714,324
1170,0.6656654357910157,0.010677701762474116,0.0022098064422607423,0.0007957724112359541,0.9,1,0.1,7,100,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100}",0.7904135589595531,0.8107877876803036,0.7912681228930851,0.7845632661614221,0.8506265664160402,0.8055318604220808,0.024219233979221714,324
1174,1.86799054145813,0.010536565936784493,0.002088117599487305,0.0006469683159208008,0.9,1,0.1,7,2000,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 2000}",0.7904135589595531,0.8107877876803036,0.7912681228930851,0.7845632661614221,0.8506265664160402,0.8055318604220808,0.024219233979221714,324
1078,2.3733458042144777,0.027828064275891008,0.0047934532165527345,0.0003528353128651313,0.9,0,0.3,20,2000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 20, 'n_estimators': 2000}",0.8120754512733079,0.8146722478141675,0.7925925925925925,0.7972649807586586,0.8107943072450091,0.8054799159367472,0.008829621392277021,330
1074,0.7392731666564941,0.015873743170258525,0.003369760513305664,0.0007363935720724174,0.9,0,0.3,20,100,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 20, 'n_estimators': 100}",0.8107993966817496,0.8121645796064401,0.7915056352562675,0.7845632661614221,0.828275067230119,0.8054615889871997,0.015654939190147685,331
878,3.5678172588348387,0.10213369755527818,0.004337930679321289,0.0016078568971064522,0.9,0,0.01,5,500,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",0.7878271224053477,0.8029747013402739,0.7902038101572522,0.8070593149540518,0.8392353234106125,0.8054600544535078,0.018402047114453784,332
1194,0.25591278076171875,0.013926972640705072,0.0012166500091552734,0.00012371760383110165,0.9,1,0.15,3,100,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 100}",0.7987866599631306,0.7950371451602362,0.803592265096484,0.8021357826592155,0.8268688098268135,0.8052841325411759,0.01118830385931987,333
1067,2.957931470870972,0.05679257234034092,0.007316017150878906,0.0017381219804216087,0.9,0,0.3,7,3000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 3000}",0.80479302832244,0.8057421505697369,0.7976190476190477,0.7972649807586586,0.8206855530349139,0.8052209520609594,0.008493469025105876,334
1079,2.9327423572540283,0.05785069104459334,0.007259178161621094,0.002572624040656311,0.9,0,0.3,20,3000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 20, 'n_estimators': 3000}",0.8132329209252286,0.8108906711692696,0.7888740907693884,0.7959525258673159,0.8169977725812383,0.8051895962624883,0.01084573228213207,335
984,0.6261916637420655,0.020414526158195567,0.0021277904510498048,0.0012418213140603584,0.9,0,0.15,5,100,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 5, 'n_estimators': 100}",0.796448114418917,0.8029747013402739,0.7986928104575164,0.8046542117338578,0.8229678793838087,0.8051475434668749,0.009379473708911904,336
1077,1.6884437561035157,0.01667569613913888,0.0058098316192626955,0.0015509568742550289,0.9,0,0.3,20,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 20, 'n_estimators': 1000}",0.8096355800165921,0.8222826702935508,0.7878271224053476,0.7911214953271029,0.8145022962430144,0.8050738328571215,0.013401240904023833,337
1260,0.151948881149292,0.002798463835612888,0.0015154838562011718,0.0006114363455362877,0.9,1,0.3,2,100,"{'colsample_bytree': 0.9, 'gamma': 1, 'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 100}",0.7831091984938139,0.8096710613373448,0.8035464686052567,0.8009727026749324,0.8279824079164375,0.8050563678055571,0.014474343293223993,338
1045,0.42218670845031736,0.006922276487224442,0.002031373977661133,0.0007054315026540204,0.9,0,0.3,2,300,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 300}",0.7951586874663799,0.8057421505697369,0.7915056352562675,0.7972649807586586,0.8356081685899259,0.8050559245281936,0.01597607566969074,339
206,1.2575640201568603,0.03532742566604139,0.004166603088378906,0.0006555072800097765,0.8,0,0.3,10,500,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 10, 'n_estimators': 500}",0.7988112534671774,0.7915458677833852,0.8154761904761905,0.8010385756676557,0.8183028705987889,0.8050349515986396,0.010214871169827593,340
21,10.574459838867188,0.24367491076399264,0.016027545928955077,0.0016088235609510795,0.8,0,0.01,7,1000,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 1000}",0.8060133690563178,0.8108906711692696,0.792780291603821,0.7959525258673159,0.8195071010860484,0.8050287917565546,0.00977094491062764,341
1071,1.6349825382232666,0.04076064081256142,0.004057645797729492,0.00013006068932519492,0.9,0,0.3,10,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 10, 'n_estimators': 1000}",0.7976190476190477,0.8121112603871226,0.8119390454360704,0.7887248689933898,0.8145476024724172,0.8049883649816095,0.010091925081891578,342
293,1.9825902462005616,0.0175557731453652,0.002263450622558594,0.000955754724124822,0.8,1,0.1,2,3000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 3000}",0.7891339429800969,0.8018660655690928,0.8060133690563178,0.8008354218880535,0.8268688098268135,0.8049435218640749,0.012313836383621463,343
291,0.8240586757659912,0.012108446467901851,0.0014313697814941407,0.00012819885608435845,0.8,1,0.1,2,1000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 1000}",0.7891339429800969,0.8018660655690928,0.8060133690563178,0.8008354218880535,0.8268688098268135,0.8049435218640749,0.012313836383621463,343
290,0.5193016052246093,0.023286840705254955,0.002353000640869141,0.0013196505561162775,0.8,1,0.1,2,500,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 500}",0.7891339429800969,0.8018660655690928,0.8060133690563178,0.8008354218880535,0.8268688098268135,0.8049435218640749,0.012313836383621463,343
292,1.3938403606414795,0.0036496300005404844,0.0014615058898925781,6.316733664047145e-05,0.8,1,0.1,2,2000,"{'colsample_bytree': 0.8, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 2000}",0.7891339429800969,0.8018660655690928,0.8060133690563178,0.8008354218880535,0.8268688098268135,0.8049435218640749,0.012313836383621463,343
912,0.7425144195556641,0.027975799004356705,0.0023307323455810545,0.0011454340140814947,0.9,0,0.05,5,100,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",0.7975489501763758,0.8004597701149425,0.7974072957491709,0.7983873765725507,0.8305102272962297,0.804862723981854,0.012870005831363258,347
84,0.6077079772949219,0.022626803251380136,0.002668952941894531,0.0010139499978012757,0.8,0,0.1,5,100,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",0.7797619047619049,0.8018660655690928,0.8023659081191505,0.8021357826592155,0.8381787802840435,0.8048616882786815,0.01877584079476578,348
73,0.41536808013916016,0.004707575425162223,0.0018900394439697265,0.0007440410249080963,0.8,0,0.1,2,300,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 300}",0.7904135589595531,0.794022988505747,0.80479302832244,0.8008354218880535,0.8341258933479935,0.8048381782047574,0.015484394231282176,349
198,0.590212059020996,0.011638487868490971,0.0027549266815185547,0.0007810197460391307,0.8,0,0.3,7,100,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 100}",0.7857142857142858,0.807080583106844,0.8095238095238094,0.802224506327046,0.8196113136748203,0.8048308996693609,0.01111560463497944,350
904,2.7331478118896486,0.04337461305135485,0.004482555389404297,0.0020885658992690994,0.9,0,0.05,2,2000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 2000}",0.7951586874663799,0.8121645796064401,0.7962848591382014,0.7970523521810499,0.823379995484308,0.8048080947752758,0.011179816772588539,351
