,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
210,0.7339084148406982,0.0309457819790032,0.003017759323120117,0.0009369565702202118,0.8,0,0.3,20,100,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.3, 'max_depth': 20, 'n_estimators': 100}",0.8023659081191505,0.8146489000485062,0.8145280060810489,0.8243469628342743,0.8444026733500418,0.8200584900866044,0.014027883886476992,11
1007,3.871123504638672,0.04482432927467173,0.009257936477661132,0.0024096373597663587,0.9,0,0.15,20,3000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 20, 'n_estimators': 3000}",0.8084469571000997,0.8146489000485062,0.8214285714285714,0.8070966195157037,0.8438401205603316,0.8190922337306425,0.013378163293360524,12
1024,2.5671477794647215,0.016261588479784986,0.0064734935760498045,0.0009424780990643474,0.9,0,0.2,5,2000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 2000}",0.7987866599631306,0.8248494800218938,0.8107993966817496,0.8070966195157037,0.8534906588003933,0.8190045629965741,0.01919031700671112,13
1022,1.3112995624542236,0.026840936361114072,0.004803848266601562,0.0013242274622550139,0.9,0,0.2,5,500,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 500}",0.7951586874663799,0.821040317288213,0.8083781110487342,0.8107587676171746,0.8560879542418741,0.8182847675324751,0.020621697682186236,14
917,6.683540105819702,0.11467703941437637,0.016493749618530274,0.0011137621111100805,0.9,0,0.05,5,3000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 3000}",0.8060133690563178,0.8121645796064401,0.8060133690563178,0.8193444531972462,0.8464128642111051,0.8179897270254853,0.015036679509372455,15
128,1.6845728874206543,0.06528998580027978,0.005933570861816406,0.001340392070999356,0.8,0,0.15,7,500,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 500}",0.8096856414613425,0.8171943154636274,0.8096355800165921,0.8022442084942085,0.8506265664160402,0.8178772623703621,0.01704349545478237,16
993,2.369049644470215,0.02113321569460427,0.00649261474609375,0.0010552493253195446,0.9,0,0.15,7,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 1000}",0.7987866599631306,0.828629717783067,0.8145280060810489,0.8107587676171746,0.8366734917581851,0.8178753286405213,0.013380994756885362,17
983,3.595064973831177,0.06714196007835438,0.007444190979003906,0.0017570234008233883,0.9,0,0.15,3,3000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 3, 'n_estimators': 3000}",0.80479302832244,0.8236157342782491,0.8011834319526627,0.8155454084221208,0.8428367562201402,0.8175948718391226,0.014905209616008,18
1001,4.01554160118103,0.036158136601610956,0.008739042282104491,0.0019306932056330607,0.9,0,0.15,10,3000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 10, 'n_estimators': 3000}",0.8060133690563178,0.821040317288213,0.8072081764389456,0.8120204339103638,0.8412815470337595,0.8175127687455198,0.013007574545584927,19
1040,1.636327600479126,0.025894209696671354,0.0054720878601074215,0.001325185048137966,0.9,0,0.2,20,500,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 20, 'n_estimators': 500}",0.8035464686052567,0.8222826702935508,0.80479302832244,0.8058571694484085,0.8499640374011028,0.8172886748141517,0.01771038135499978,20
1034,1.5954452514648438,0.057080948625134534,0.004562997817993164,0.00021217970862892597,0.9,0,0.2,10,500,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 500}",0.8117449311902512,0.806896551724138,0.8168057650410592,0.81309684380901,0.8366734917581851,0.8170435167045287,0.010315081969332698,21
1005,2.593087339401245,0.04081862008720137,0.0069334983825683595,0.0012358544407435684,0.9,0,0.15,20,1000,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.15, 'max_depth': 20, 'n_estimators': 1000}",0.7999512868393278,0.8057421505697369,0.8228121334003686,0.7985496558505407,0.8577850937863111,0.8169680640892569,0.022158576956892946,22
